Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
397030,9.97,-1.34,1.57,-0.05,-0.03,-0.04,fall_forward
397050,10.12,-1.37,1.52,-0.05,-0.02,-0.05,fall_forward
397070,10.06,-1.38,1.61,-0.05,-0.01,-0.04,fall_forward
397090,9.88,-1.36,1.44,-0.04,-0.02,-0.04,fall_forward
397110,9.85,-1.38,1.48,-0.04,-0.02,-0.04,fall_forward
397130,9.89,-1.32,1.54,-0.04,-0.05,-0.04,fall_forward
397150,10.03,-1.39,1.57,-0.06,-0.03,-0.05,fall_forward
397170,10.06,-1.28,1.49,-0.07,-0.01,-0.05,fall_forward
397190,9.95,-1.36,1.54,-0.07,0.02,-0.05,fall_forward
397210,9.89,-1.37,1.61,-0.05,-0.02,-0.04,fall_forward
397230,9.97,-1.37,1.51,-0.06,-0.01,-0.04,fall_forward
397250,10.03,-1.32,1.56,-0.08,-0.01,-0.05,fall_forward
397270,9.95,-1.40,1.56,-0.09,-0.03,-0.05,fall_forward
397290,9.97,-1.41,1.48,-0.08,0.01,-0.06,fall_forward
397310,10.00,-1.24,1.59,-0.09,0.02,-0.04,fall_forward
397330,9.95,-1.38,1.50,-0.05,-0.04,-0.04,fall_forward
397350,9.95,-1.52,1.81,-0.06,-0.04,-0.05,fall_forward
397370,9.97,-1.52,1.35,-0.08,-0.04,-0.05,fall_forward
397390,10.01,-1.47,1.24,-0.06,-0.02,-0.05,fall_forward
397410,9.84,-1.41,1.38,-0.05,-0.01,-0.04,fall_forward
397430,9.85,-1.36,1.49,-0.03,-0.02,-0.04,fall_forward
397450,9.88,-1.35,1.48,-0.02,-0.03,-0.04,fall_forward
397470,10.03,-1.36,1.44,-0.03,-0.01,-0.03,fall_forward
397490,9.99,-1.43,1.54,-0.02,-0.02,-0.03,fall_forward
397510,10.03,-1.43,1.58,-0.02,-0.03,-0.03,fall_forward
397530,9.96,-1.40,1.61,-0.03,-0.03,-0.03,fall_forward
397550,10.01,-1.42,1.54,-0.01,-0.03,-0.03,fall_forward
397570,9.91,-1.41,1.58,-0.03,0.00,-0.03,fall_forward
397590,9.89,-1.36,1.59,-0.02,-0.01,-0.05,fall_forward
397610,9.91,-1.35,1.49,-0.02,-0.04,-0.05,fall_forward
397630,9.99,-1.37,1.62,-0.02,-0.05,-0.05,fall_forward
397650,9.99,-1.38,1.45,-0.03,-0.04,-0.04,fall_forward
397670,9.94,-1.34,1.55,-0.01,-0.04,-0.04,fall_forward
397690,9.99,-1.30,1.54,-0.01,-0.03,-0.04,fall_forward
397710,9.91,-1.37,1.57,-0.01,-0.03,-0.04,fall_forward
397730,9.93,-1.36,1.50,-0.01,-0.03,-0.04,fall_forward
397750,10.00,-1.34,1.54,-0.01,-0.05,-0.04,fall_forward
397770,9.98,-1.31,1.47,-0.01,-0.05,-0.04,fall_forward
397790,10.03,-1.29,1.46,-0.01,-0.03,-0.04,fall_forward
397810,10.01,-1.35,1.41,0.00,-0.03,-0.04,fall_forward
397830,10.09,-1.40,1.53,-0.00,-0.01,-0.03,fall_forward
397850,10.06,-1.32,1.49,0.00,0.01,-0.04,fall_forward
397870,9.98,-1.33,1.52,-0.00,-0.01,-0.03,fall_forward
397890,10.02,-1.30,1.42,-0.00,-0.01,-0.03,fall_forward
397910,9.96,-1.29,1.54,0.01,-0.02,-0.04,fall_forward
397930,10.04,-1.37,1.62,-0.00,0.00,-0.03,fall_forward
397950,9.87,-1.24,1.54,-0.01,0.02,-0.03,fall_forward
397970,10.06,-1.37,1.63,0.01,0.00,-0.03,fall_forward
397990,9.99,-1.33,1.76,0.01,-0.03,-0.04,fall_forward
398010,10.00,-1.30,1.49,-0.00,-0.05,-0.03,fall_forward
398030,9.96,-1.36,1.29,0.03,-0.03,-0.04,fall_forward
398050,9.97,-1.28,1.38,0.02,-0.01,-0.04,fall_forward
398070,9.96,-1.30,1.55,0.01,-0.01,-0.03,fall_forward
398090,9.90,-1.29,1.53,0.00,0.02,-0.03,fall_forward
398110,9.93,-1.34,1.58,0.02,-0.00,-0.03,fall_forward
398130,10.05,-1.26,1.56,0.03,-0.01,-0.04,fall_forward
398150,10.01,-1.30,1.51,0.02,-0.01,-0.04,fall_forward
398170,9.95,-1.40,1.56,0.01,-0.01,-0.03,fall_forward
398190,9.95,-1.28,1.40,0.01,0.01,-0.03,fall_forward
398210,9.93,-1.29,1.62,0.01,0.00,-0.03,fall_forward
398230,9.86,-1.28,1.47,0.01,0.00,-0.03,fall_forward
398250,9.94,-1.25,1.43,0.01,-0.02,-0.03,fall_forward
398270,9.91,-1.31,1.53,0.01,-0.04,-0.03,fall_forward
398290,9.94,-1.28,1.53,0.02,-0.05,-0.03,fall_forward
398310,9.96,-1.28,1.46,0.02,-0.06,-0.03,fall_forward
398330,10.02,-1.24,1.41,0.03,-0.05,-0.03,fall_forward
398350,10.02,-1.27,1.46,0.03,-0.02,-0.03,fall_forward
398370,10.02,-1.32,1.49,0.03,-0.03,-0.03,fall_forward
398390,9.93,-1.26,1.50,0.03,-0.03,-0.03,fall_forward
398410,9.94,-1.29,1.40,0.03,-0.04,-0.03,fall_forward
398430,9.93,-1.15,1.50,0.04,-0.05,-0.03,fall_forward
398450,9.99,-1.30,1.52,0.04,-0.05,-0.04,fall_forward
398470,9.96,-1.29,1.58,0.03,-0.05,-0.03,fall_forward
398490,9.96,-1.25,1.58,0.03,-0.05,-0.04,fall_forward
398510,9.98,-1.24,1.49,0.03,-0.04,-0.04,fall_forward
398530,9.94,-1.24,1.52,0.03,-0.05,-0.04,fall_forward
398550,9.97,-1.25,1.43,0.03,-0.07,-0.04,fall_forward
398570,9.95,-1.32,1.61,0.02,-0.03,-0.05,fall_forward
398590,9.93,-1.25,1.53,0.01,-0.04,-0.04,fall_forward
398610,9.99,-1.23,1.74,0.00,-0.06,-0.04,fall_forward
398630,9.96,-1.39,1.64,-0.02,-0.08,-0.04,fall_forward
398650,9.98,-1.33,1.54,-0.02,-0.08,-0.05,fall_forward
398670,9.98,-1.33,1.53,-0.01,-0.07,-0.05,fall_forward
398690,9.93,-1.36,1.46,-0.02,-0.08,-0.05,fall_forward
398710,9.92,-1.33,1.54,-0.02,-0.08,-0.05,fall_forward
398730,9.90,-1.32,1.58,-0.04,-0.07,-0.05,fall_forward
398750,9.98,-1.32,1.40,-0.01,-0.07,-0.05,fall_forward
398770,10.09,-1.36,1.44,0.03,-0.06,-0.04,fall_forward
398790,10.11,-1.27,1.42,0.05,-0.05,-0.03,fall_forward
398810,9.94,-1.26,1.45,0.04,-0.05,-0.03,fall_forward
398830,9.94,-1.28,1.24,0.08,-0.05,-0.04,fall_forward
398850,10.05,-1.28,1.78,0.08,-0.05,-0.03,fall_forward
398870,9.92,-1.28,1.77,0.05,-0.08,-0.03,fall_forward
398890,10.01,-1.31,1.58,0.03,-0.12,-0.03,fall_forward
398910,10.19,-1.31,1.55,0.02,-0.09,-0.02,fall_forward
398930,10.14,-1.18,1.48,0.01,-0.04,-0.01,fall_forward
398950,10.06,-1.12,1.46,-0.01,-0.04,0.00,fall_forward
398970,9.96,-1.14,1.32,-0.03,-0.04,0.01,fall_forward
398990,10.01,-1.23,1.38,-0.03,-0.03,0.02,fall_forward
399010,10.02,-1.33,1.34,-0.01,-0.02,0.03,fall_forward
399030,10.04,-1.31,1.43,0.02,-0.02,0.05,fall_forward
399050,10.12,-1.37,1.38,0.04,0.01,0.06,fall_forward
399070,10.07,-1.40,1.42,0.05,0.03,0.07,fall_forward
399090,10.12,-1.50,1.47,0.08,0.06,0.07,fall_forward
399110,10.07,-1.56,1.57,0.11,0.06,0.08,fall_forward
399130,10.01,-1.68,1.58,0.13,0.04,0.09,fall_forward
399150,9.87,-1.60,1.58,0.16,0.02,0.09,fall_forward
399170,10.01,-1.67,1.51,0.20,0.02,0.09,fall_forward
399190,10.07,-1.61,1.36,0.23,-0.00,0.09,fall_forward
399210,10.07,-1.60,1.43,0.27,-0.01,0.08,fall_forward
399230,10.18,-1.48,1.45,0.26,0.01,0.07,fall_forward
399250,9.98,-1.24,1.29,0.24,0.05,0.04,fall_forward
399270,10.00,-1.12,1.20,0.23,0.11,0.02,fall_forward
399290,9.90,-1.19,1.68,0.18,0.11,0.01,fall_forward
399310,9.71,-1.40,1.71,0.14,0.12,-0.01,fall_forward
399330,9.79,-1.39,1.76,0.13,0.10,-0.03,fall_forward
399350,9.90,-1.35,1.78,0.09,0.10,-0.04,fall_forward
399370,9.81,-1.30,1.70,0.08,0.10,-0.05,fall_forward
399390,9.86,-1.30,1.89,0.07,0.09,-0.06,fall_forward
399410,9.86,-1.36,1.88,0.05,0.05,-0.06,fall_forward
399436,9.84,-1.45,1.99,0.03,0.01,-0.07,fall_forward
399458,9.84,-1.51,1.91,0.02,-0.06,-0.06,fall_forward
399477,9.89,-1.36,1.77,0.02,-0.03,-0.07,fall_forward
399497,9.92,-1.29,1.66,0.02,-0.00,-0.07,fall_forward
399517,9.86,-1.29,1.72,0.00,0.03,-0.08,fall_forward
399537,9.97,-1.25,1.80,0.01,0.03,-0.09,fall_forward
399557,9.85,-1.21,1.96,-0.02,0.01,-0.10,fall_forward
399577,10.06,-1.26,1.86,-0.04,0.01,-0.11,fall_forward
399597,9.99,-1.27,1.95,-0.04,0.02,-0.10,fall_forward
399617,9.79,-1.29,1.98,-0.03,0.04,-0.10,fall_forward
399637,9.62,-1.20,2.05,-0.03,-0.01,-0.09,fall_forward
399663,9.75,-0.98,1.92,-0.05,-0.05,-0.10,fall_forward
399682,9.87,-0.96,1.89,-0.07,-0.05,-0.11,fall_forward
399702,9.98,-1.10,1.84,-0.07,-0.05,-0.11,fall_forward
399722,10.09,-1.24,1.87,-0.08,-0.03,-0.10,fall_forward
399742,10.01,-1.36,1.80,-0.07,-0.07,-0.08,fall_forward
399762,9.84,-1.33,1.82,-0.04,-0.08,-0.06,fall_forward
399782,9.73,-1.28,1.77,-0.00,-0.09,-0.05,fall_forward
399802,9.74,-1.39,2.06,0.03,-0.11,-0.03,fall_forward
399822,9.74,-1.33,2.08,0.07,-0.14,-0.01,fall_forward
399842,9.85,-1.28,1.87,0.11,-0.16,-0.00,fall_forward
399867,9.96,-1.35,1.96,0.10,-0.17,0.01,fall_forward
399886,9.93,-1.48,1.76,0.16,-0.18,0.02,fall_forward
399906,10.02,-1.19,1.79,0.18,-0.14,0.02,fall_forward
399926,9.93,-0.81,1.89,0.13,-0.08,-0.02,fall_forward
399946,10.13,-0.67,1.79,0.08,-0.09,-0.06,fall_forward
399967,10.31,-1.19,1.90,0.03,-0.08,-0.09,fall_forward
399986,10.33,-1.80,1.73,0.07,-0.03,-0.10,fall_forward
400006,9.92,-2.04,1.25,0.16,0.01,-0.03,fall_forward
400026,9.59,-1.97,1.40,0.21,-0.02,0.04,fall_forward
400046,9.75,-1.54,1.27,0.22,-0.02,0.09,fall_forward
400066,10.04,-1.02,1.07,0.22,-0.01,0.09,fall_forward
400086,10.15,-0.91,1.24,0.19,0.07,0.06,fall_forward
400106,10.05,-1.07,1.44,0.11,0.05,0.03,fall_forward
400126,9.99,-1.21,1.17,0.03,0.06,0.00,fall_forward
400146,9.89,-1.27,1.19,-0.02,0.04,-0.00,fall_forward
400166,9.90,-1.24,0.96,-0.06,0.03,-0.03,fall_forward
400186,10.01,-0.89,1.13,-0.12,0.01,-0.08,fall_forward
400206,10.19,-0.65,1.36,-0.23,0.01,-0.13,fall_forward
400226,10.14,-0.56,1.46,-0.36,0.03,-0.19,fall_forward
400246,9.97,-0.53,1.91,-0.49,0.03,-0.24,fall_forward
400359,9.63,-1.99,1.94,-0.42,-0.09,-0.19,fall_forward
400378,9.65,-2.00,1.85,-0.28,-0.13,-0.15,fall_forward
400398,9.88,-1.79,1.79,-0.15,-0.18,-0.11,fall_forward
400418,9.89,-1.39,1.71,-0.12,-0.15,-0.09,fall_forward
400438,9.84,-1.32,1.71,-0.07,-0.17,-0.08,fall_forward
400458,9.86,-1.19,1.90,-0.02,-0.18,-0.08,fall_forward
400478,9.99,-0.98,1.81,0.01,-0.18,-0.08,fall_forward
400498,9.96,-0.72,1.81,0.01,-0.19,-0.08,fall_forward
400518,10.12,-0.64,1.78,-0.03,-0.18,-0.08,fall_forward
400538,10.28,-0.61,1.76,-0.08,-0.12,-0.08,fall_forward
400558,10.13,-1.01,1.44,-0.05,-0.09,-0.06,fall_forward
400578,9.92,-1.09,1.45,0.02,0.01,-0.05,fall_forward
400598,9.71,-0.88,1.95,0.01,-0.01,-0.03,fall_forward
400618,9.95,-1.05,1.67,0.04,-0.05,-0.02,fall_forward
400638,10.02,-1.07,2.09,0.05,-0.07,-0.03,fall_forward
400658,10.04,-1.02,1.75,0.01,-0.05,-0.02,fall_forward
400678,9.99,-0.85,1.65,0.05,-0.06,-0.01,fall_forward
400698,9.78,-0.79,1.65,0.04,-0.04,-0.01,fall_forward
400718,9.88,-0.67,1.63,0.01,-0.05,-0.02,fall_forward
400738,9.98,-0.76,1.56,-0.00,-0.06,-0.03,fall_forward
400758,10.19,-0.72,1.46,-0.03,-0.03,-0.04,fall_forward
400778,10.10,-0.96,1.45,-0.03,0.00,-0.04,fall_forward
400798,10.01,-0.96,1.67,-0.03,0.01,-0.05,fall_forward
400818,9.82,-0.90,1.71,-0.05,0.03,-0.05,fall_forward
400838,9.73,-0.94,1.81,-0.05,0.02,-0.05,fall_forward
400858,9.78,-0.86,1.82,-0.08,-0.03,-0.06,fall_forward
400879,9.79,-0.85,1.69,-0.10,-0.02,-0.06,fall_forward
400899,9.79,-0.83,1.85,-0.12,-0.03,-0.08,fall_forward
400919,9.79,-0.76,1.74,-0.17,-0.06,-0.09,fall_forward
400939,9.83,-0.80,1.58,-0.20,-0.12,-0.10,fall_forward
400959,9.97,-0.85,1.37,-0.21,-0.10,-0.10,fall_forward
400984,10.26,-0.88,1.02,-0.18,-0.08,-0.11,fall_forward
401003,10.58,-0.96,0.62,-0.14,0.01,-0.10,fall_forward
401023,10.25,-0.98,1.16,-0.12,0.05,-0.11,fall_forward
401043,9.67,-1.07,1.51,-0.12,0.01,-0.14,fall_forward
401063,9.41,-0.68,1.93,-0.13,-0.10,-0.20,fall_forward
401083,9.48,-0.56,1.85,-0.23,-0.20,-0.28,fall_forward
401103,9.64,-0.73,1.61,-0.28,-0.32,-0.37,fall_forward
401123,9.78,-1.09,1.39,-0.27,-0.34,-0.41,fall_forward
401143,9.81,-1.35,1.25,-0.21,-0.30,-0.42,fall_forward
401163,9.74,-1.33,1.36,-0.07,-0.40,-0.43,fall_forward
401183,9.65,-1.08,1.66,0.01,-0.53,-0.47,fall_forward
401203,9.54,-1.11,1.49,0.02,-0.62,-0.51,fall_forward
401223,9.17,-1.49,1.24,0.13,-0.74,-0.55,fall_forward
401243,9.55,-1.38,1.19,0.33,-0.86,-0.53,fall_forward
401263,9.79,-1.18,0.92,0.51,-0.90,-0.46,fall_forward
401283,9.72,-1.12,0.82,0.70,-1.04,-0.43,fall_forward
401303,10.13,-0.91,0.45,0.86,-1.15,-0.42,fall_forward
401323,10.26,-0.76,0.19,1.03,-1.15,-0.36,fall_forward
401343,9.93,-0.53,0.42,1.16,-1.13,-0.31,fall_forward
401363,10.11,0.15,0.17,1.34,-1.16,-0.27,fall_forward
401383,10.17,0.53,0.13,1.45,-1.19,-0.23,fall_forward
401403,10.81,0.30,-0.96,1.56,-1.15,-0.19,fall_forward
401423,10.43,0.19,-1.32,1.68,-1.05,-0.15,fall_forward
401443,10.09,0.35,-1.23,1.74,-1.14,-0.22,fall_forward
401463,10.19,0.15,-1.56,1.65,-1.19,-0.32,fall_forward
401483,10.34,0.09,-2.17,1.59,-1.25,-0.38,fall_forward
401503,10.69,0.94,-3.02,1.56,-1.19,-0.32,fall_forward
401523,10.87,1.13,-3.98,1.49,-1.03,-0.25,fall_forward
401543,10.69,0.94,-4.53,1.55,-0.89,-0.21,fall_forward
401563,10.54,0.86,-4.49,1.50,-0.81,-0.24,fall_forward
401583,10.48,1.19,-3.99,1.30,-0.77,-0.22,fall_forward
401603,10.49,1.24,-4.02,1.06,-0.83,-0.18,fall_forward
401623,10.13,0.62,-4.19,0.83,-0.96,-0.20,fall_forward
401643,9.84,0.22,-4.55,0.61,-1.02,-0.24,fall_forward
401663,9.33,-0.15,-4.67,0.52,-1.00,-0.24,fall_forward
401683,9.50,0.28,-4.12,0.50,-0.87,-0.23,fall_forward
401703,9.45,0.38,-4.36,0.42,-0.70,-0.25,fall_forward
401723,9.12,0.25,-4.55,0.34,-0.60,-0.28,fall_forward
401743,8.99,0.09,-4.56,0.31,-0.52,-0.28,fall_forward
401763,8.85,-0.14,-4.87,0.28,-0.42,-0.23,fall_forward
401783,8.83,0.13,-4.75,0.14,-0.33,-0.14,fall_forward
401807,8.92,0.30,-4.69,0.05,-0.32,-0.08,fall_forward
401826,9.08,0.17,-5.12,-0.01,-0.28,-0.06,fall_forward
401846,8.88,-0.10,-4.91,-0.05,-0.29,-0.05,fall_forward
401866,9.01,-0.24,-4.97,-0.06,-0.30,-0.04,fall_forward
401886,9.25,-0.28,-5.65,0.01,-0.14,0.04,fall_forward
401906,9.02,-0.35,-5.39,0.09,-0.19,0.08,fall_forward
401926,9.25,-0.22,-4.90,0.08,-0.13,0.10,fall_forward
401946,8.85,-0.06,-4.92,0.05,-0.13,0.07,fall_forward
401966,8.77,-0.09,-4.85,0.02,-0.14,0.03,fall_forward
401986,8.40,-0.32,-5.05,0.03,-0.09,0.03,fall_forward
402006,8.79,-0.15,-4.95,0.04,-0.07,0.07,fall_forward
402026,9.49,0.07,-5.51,-0.03,0.02,0.06,fall_forward
402046,9.94,0.14,-6.08,-0.18,0.19,0.01,fall_forward
402066,9.78,0.16,-5.38,-0.33,0.25,-0.07,fall_forward
402086,9.78,0.16,-5.31,-0.40,0.32,-0.06,fall_forward
402106,10.00,-0.05,-5.48,-0.41,0.37,-0.02,fall_forward
402126,9.69,0.10,-5.47,-0.36,0.46,0.00,fall_forward
402146,9.67,0.29,-5.12,-0.30,0.37,-0.03,fall_forward
402166,9.63,-0.03,-4.43,-0.30,0.32,-0.05,fall_forward
402186,9.64,-0.01,-3.67,-0.24,0.22,-0.08,fall_forward
402206,9.54,0.05,-3.78,-0.23,0.29,-0.09,fall_forward
402226,9.65,0.27,-4.56,-0.19,0.33,-0.06,fall_forward
402246,9.73,0.51,-4.60,-0.26,0.36,-0.05,fall_forward
402266,9.46,0.55,-4.72,-0.40,0.46,-0.07,fall_forward
402286,9.55,0.68,-4.62,-0.49,0.58,-0.07,fall_forward
402306,10.23,1.15,-4.47,-0.74,0.84,-0.01,fall_forward
402326,9.95,0.99,-4.43,-0.95,1.07,0.09,fall_forward
402346,10.16,0.40,-4.47,-0.93,0.98,0.14,fall_forward
402366,10.50,-0.23,-4.25,-0.72,1.04,0.16,fall_forward
402386,10.15,-0.20,-3.24,-0.70,1.04,0.13,fall_forward
402406,10.02,0.23,-2.62,-0.88,0.97,0.10,fall_forward
402426,9.73,0.60,-2.09,-1.06,0.87,0.08,fall_forward
402446,9.96,0.64,-2.69,-1.12,0.79,0.13,fall_forward
402466,10.37,0.25,-3.43,-0.96,0.77,0.26,fall_forward
402486,10.86,-0.44,-3.06,-0.61,0.81,0.35,fall_forward
402506,10.67,-0.64,-1.70,-0.44,0.84,0.33,fall_forward
402526,10.26,-0.33,-1.19,-0.36,0.89,0.14,fall_forward
402546,9.71,-0.16,-1.33,-0.31,0.97,0.05,fall_forward
402566,9.47,0.25,-0.93,-0.35,0.85,0.04,fall_forward
402586,9.87,0.43,-1.48,-0.34,0.84,0.09,fall_forward
402606,9.96,0.66,-1.30,-0.24,0.82,0.10,fall_forward
402626,10.31,0.82,-0.94,-0.25,0.79,0.08,fall_forward
402646,10.43,0.93,-0.56,-0.35,0.84,0.04,fall_forward
402666,10.41,1.03,-0.62,-0.49,0.90,-0.02,fall_forward
402686,10.14,0.94,-0.51,-0.53,0.91,-0.07,fall_forward
402706,9.92,0.84,-0.15,-0.51,0.85,-0.08,fall_forward
402726,9.74,0.79,0.47,-0.55,0.81,-0.07,fall_forward
402746,9.67,0.69,0.48,-0.58,0.75,-0.05,fall_forward
402766,9.73,0.52,0.29,-0.63,0.76,-0.02,fall_forward
402786,9.50,0.49,0.28,-0.63,0.74,0.00,fall_forward
402806,9.49,0.39,0.43,-0.64,0.70,0.01,fall_forward
402826,9.46,0.19,0.88,-0.66,0.62,0.03,fall_forward
402846,9.69,0.15,1.12,-0.60,0.47,0.05,fall_forward
402866,9.84,-0.01,1.18,-0.60,0.34,0.08,fall_forward
402886,9.83,-0.29,1.10,-0.57,0.28,0.09,fall_forward
402906,9.84,-0.45,0.86,-0.51,0.26,0.11,fall_forward
402926,10.00,-0.40,1.10,-0.43,0.22,0.15,fall_forward
402946,9.99,-0.53,1.65,-0.32,0.15,0.19,fall_forward
402966,10.19,-0.62,1.73,-0.25,0.09,0.19,fall_forward
402986,10.12,-0.72,1.62,-0.21,0.11,0.16,fall_forward
403006,9.93,-0.85,1.46,-0.15,0.13,0.15,fall_forward
403026,9.64,-0.84,1.70,-0.08,0.10,0.16,fall_forward
403046,9.54,-0.75,1.85,0.00,0.06,0.16,fall_forward
403066,9.70,-0.49,2.06,0.05,-0.01,0.18,fall_forward
403086,10.05,-0.10,1.87,0.04,-0.04,0.19,fall_forward
403106,10.20,0.04,1.72,0.02,-0.04,0.19,fall_forward
403126,10.05,0.01,1.53,-0.04,0.01,0.19,fall_forward
403146,9.90,-0.17,1.13,-0.03,0.08,0.18,fall_forward
403166,9.82,-0.29,1.47,-0.03,0.09,0.17,fall_forward
403186,9.93,-0.37,1.64,-0.06,0.03,0.15,fall_forward
403206,9.96,-0.59,1.60,-0.05,-0.01,0.16,fall_forward
403226,9.88,-0.77,1.86,-0.06,-0.05,0.15,fall_forward
403246,9.87,-0.85,1.81,-0.04,-0.12,0.12,fall_forward
403266,10.06,-0.98,1.80,-0.04,-0.18,0.12,fall_forward
403286,10.02,-1.00,1.72,-0.05,-0.18,0.14,fall_forward
403306,9.91,-1.23,1.65,-0.00,-0.21,0.14,fall_forward
403326,10.11,-1.04,1.43,0.06,-0.21,0.15,fall_forward
403350,10.10,-0.95,1.38,0.10,-0.18,0.16,fall_forward
403369,10.25,-0.77,1.32,0.11,-0.15,0.16,fall_forward
403389,10.07,-0.72,1.38,0.08,-0.10,0.16,fall_forward
403409,10.01,-0.85,1.18,0.09,-0.08,0.14,fall_forward
403429,10.12,-0.82,1.12,0.12,-0.05,0.13,fall_forward
403449,10.07,-0.82,1.30,0.09,-0.05,0.12,fall_forward
403469,10.08,-0.93,1.34,0.05,-0.06,0.11,fall_forward
403489,10.06,-0.95,1.29,0.04,-0.06,0.10,fall_forward
403509,10.09,-0.98,1.19,0.03,-0.06,0.08,fall_forward
403529,10.11,-1.05,1.46,0.01,-0.08,0.07,fall_forward
403549,10.23,-1.09,1.30,-0.02,-0.09,0.05,fall_forward
403569,10.28,-1.19,1.37,-0.03,-0.07,0.05,fall_forward
403589,10.23,-1.35,1.22,-0.02,-0.03,0.05,fall_forward
403609,10.24,-1.35,1.38,-0.01,0.01,0.04,fall_forward
403629,10.15,-1.43,1.38,-0.01,0.05,0.04,fall_forward
403649,10.08,-1.33,1.46,-0.02,0.05,0.04,fall_forward
403669,10.01,-1.27,1.31,-0.03,0.07,0.05,fall_forward
403689,9.77,-1.24,1.11,-0.01,0.06,0.04,fall_forward
403709,9.89,-1.19,1.15,0.01,0.05,0.04,fall_forward
403729,9.95,-1.13,1.19,0.02,0.06,0.06,fall_forward
403749,10.01,-1.23,1.17,0.05,0.03,0.05,fall_forward
403769,10.38,-1.25,1.06,0.09,-0.00,0.04,fall_forward
403789,10.25,-1.22,1.26,0.07,0.04,0.02,fall_forward
403809,10.29,-1.33,1.36,0.04,0.05,0.00,fall_forward
403829,10.10,-1.39,1.31,0.04,0.09,-0.01,fall_forward
403849,9.91,-1.31,1.42,0.00,0.12,-0.02,fall_forward
403869,9.88,-1.20,1.41,-0.00,0.09,-0.02,fall_forward
403889,9.81,-1.32,1.52,0.01,0.04,-0.03,fall_forward
403909,10.01,-1.20,1.55,-0.03,0.01,-0.04,fall_forward
403929,9.98,-1.27,1.38,-0.05,0.02,-0.05,fall_forward
403956,10.07,-1.35,1.37,-0.04,0.01,-0.05,fall_forward
403976,10.02,-1.41,1.36,-0.05,0.01,-0.04,fall_forward
403996,9.97,-1.35,1.41,-0.04,0.02,-0.04,fall_forward
404016,10.01,-1.29,1.49,-0.03,0.02,-0.04,fall_forward
404036,9.99,-1.27,1.53,-0.03,0.00,-0.04,fall_forward
404056,10.01,-1.32,1.55,-0.03,0.01,-0.05,fall_forward
404076,10.02,-1.25,1.58,-0.06,0.02,-0.06,fall_forward
404096,10.00,-1.33,1.36,-0.06,0.02,-0.05,fall_forward
404116,9.99,-1.26,1.50,-0.05,0.02,-0.05,fall_forward
404136,10.00,-1.23,1.53,-0.06,0.03,-0.05,fall_forward
404156,9.95,-1.32,1.52,-0.06,0.03,-0.07,fall_forward
404176,9.99,-1.29,1.57,-0.07,0.01,-0.06,fall_forward
404196,9.92,-1.24,1.62,-0.08,0.02,-0.07,fall_forward
404216,9.94,-1.28,1.48,-0.09,0.02,-0.06,fall_forward
404236,10.05,-1.23,1.53,-0.08,0.02,-0.06,fall_forward
404256,9.90,-1.28,1.58,-0.08,0.03,-0.05,fall_forward
404276,9.96,-1.32,1.53,-0.07,0.01,-0.06,fall_forward
404296,10.01,-1.27,1.56,-0.05,0.00,-0.05,fall_forward
404316,10.01,-1.32,1.49,-0.06,0.02,-0.05,fall_forward
404336,9.92,-1.31,1.54,-0.05,0.02,-0.05,fall_forward
404356,9.94,-1.31,1.61,-0.04,0.01,-0.04,fall_forward
404469,10.02,-1.31,1.53,-0.03,0.00,-0.04,fall_forward
404488,10.06,-1.20,1.57,-0.03,0.01,-0.03,fall_forward
404508,9.90,-1.28,1.48,-0.04,0.06,-0.04,fall_forward
404528,9.94,-1.17,1.66,-0.06,0.04,-0.05,fall_forward
404548,9.88,-1.31,1.47,-0.03,0.02,-0.02,fall_forward
404568,9.80,-1.34,1.98,-0.01,-0.06,-0.04,fall_forward
404588,9.97,-1.41,1.55,-0.05,-0.03,-0.04,fall_forward
404608,10.02,-1.27,1.35,-0.02,-0.03,-0.04,fall_forward
404628,9.93,-1.20,1.45,-0.00,-0.03,-0.02,fall_forward
404648,9.85,-1.29,1.37,0.01,-0.05,-0.03,fall_forward
404668,9.97,-1.25,1.63,0.02,-0.06,-0.03,fall_forward
404688,10.06,-1.22,1.70,0.02,-0.05,-0.03,fall_forward
404708,9.96,-1.21,1.61,0.01,-0.05,-0.02,fall_forward
404728,9.97,-1.26,1.56,0.01,-0.04,-0.02,fall_forward
404748,9.87,-1.21,1.68,0.01,-0.03,-0.03,fall_forward
404768,9.85,-1.17,1.59,-0.01,-0.03,-0.03,fall_forward
404788,9.92,-1.23,1.66,-0.02,-0.04,-0.03,fall_forward
404808,9.96,-1.19,1.65,-0.02,-0.02,-0.03,fall_forward
404828,9.92,-1.14,1.66,-0.02,-0.03,-0.04,fall_forward
404848,9.99,-1.25,1.73,-0.03,-0.04,-0.03,fall_forward
404874,9.97,-1.23,1.76,-0.04,-0.04,-0.04,fall_forward
404894,9.97,-1.31,1.55,-0.04,-0.07,-0.04,fall_forward
404914,9.95,-1.30,1.63,-0.02,-0.10,-0.04,fall_forward
404934,9.98,-1.25,1.60,-0.02,-0.08,-0.04,fall_forward
404954,9.98,-1.23,1.63,-0.02,-0.06,-0.04,fall_forward
404974,9.88,-1.26,1.64,-0.02,-0.06,-0.04,fall_forward
404994,9.92,-1.26,1.60,-0.02,-0.08,-0.03,fall_forward
