Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
508211,8.43,-1.16,2.56,-0.31,0.43,-0.24,fall_forward
508231,8.42,-1.11,2.52,-0.23,0.39,-0.25,fall_forward
508251,8.78,-1.03,3.01,-0.18,0.26,-0.26,fall_forward
508271,9.46,-0.92,3.41,-0.24,0.18,-0.23,fall_forward
508291,9.87,-0.82,3.58,-0.27,0.10,-0.24,fall_forward
508311,10.35,-0.87,3.27,-0.35,0.14,-0.26,fall_forward
508331,9.93,-1.25,2.73,-0.28,0.24,-0.30,fall_forward
508351,9.14,-1.50,2.84,-0.16,0.20,-0.31,fall_forward
508371,9.08,-1.58,2.87,-0.07,0.12,-0.30,fall_forward
508391,9.52,-1.38,3.28,-0.04,0.08,-0.26,fall_forward
508411,9.52,-1.24,3.17,-0.05,0.13,-0.21,fall_forward
508431,9.07,-1.06,3.46,-0.03,0.12,-0.19,fall_forward
508451,9.13,-1.08,3.67,-0.05,0.08,-0.17,fall_forward
508471,9.13,-1.38,3.50,-0.00,0.08,-0.15,fall_forward
508492,9.17,-1.59,3.57,0.03,0.05,-0.12,fall_forward
508511,9.21,-1.70,3.55,0.05,0.01,-0.08,fall_forward
508531,9.41,-1.57,3.57,0.07,-0.02,-0.04,fall_forward
508551,9.46,-1.44,3.66,0.09,-0.01,-0.00,fall_forward
508571,9.33,-1.42,3.64,0.13,-0.02,0.01,fall_forward
508591,9.24,-1.42,3.71,0.15,-0.02,0.03,fall_forward
508611,9.33,-1.45,3.66,0.17,-0.05,0.05,fall_forward
508631,9.39,-1.48,3.63,0.18,-0.01,0.07,fall_forward
508651,9.36,-1.44,3.63,0.20,-0.02,0.10,fall_forward
508671,9.24,-1.36,3.64,0.22,-0.05,0.11,fall_forward
508691,9.32,-1.37,3.75,0.21,-0.02,0.12,fall_forward
508711,9.22,-1.42,3.79,0.21,-0.02,0.13,fall_forward
508731,9.19,-1.45,3.74,0.21,-0.01,0.14,fall_forward
508751,9.17,-1.56,3.71,0.22,0.00,0.16,fall_forward
508771,8.90,-1.46,3.56,0.23,-0.01,0.17,fall_forward
508791,8.95,-1.38,3.58,0.21,-0.01,0.19,fall_forward
508811,9.14,-1.21,3.78,0.16,0.01,0.19,fall_forward
508831,9.50,-1.23,4.20,0.11,0.02,0.19,fall_forward
508851,9.67,-1.33,4.55,0.02,0.10,0.16,fall_forward
508871,9.38,-1.37,4.21,-0.04,0.09,0.13,fall_forward
508891,9.49,-1.48,3.88,-0.06,0.07,0.10,fall_forward
508911,9.24,-1.48,3.44,-0.06,0.04,0.08,fall_forward
508931,9.29,-1.33,3.61,-0.10,-0.05,0.03,fall_forward
508951,9.28,-1.27,3.27,-0.14,-0.04,-0.00,fall_forward
508971,9.18,-1.18,2.91,-0.12,-0.07,-0.04,fall_forward
508991,9.24,-1.18,3.14,-0.14,-0.07,-0.05,fall_forward
509011,9.19,-1.41,3.41,-0.19,-0.01,-0.07,fall_forward
509031,9.24,-1.53,3.61,-0.24,0.01,-0.08,fall_forward
509051,9.18,-1.71,3.66,-0.22,0.01,-0.09,fall_forward
509071,9.13,-1.85,3.90,-0.22,0.00,-0.09,fall_forward
509091,9.17,-1.98,3.96,-0.23,-0.02,-0.10,fall_forward
509111,9.15,-2.06,4.13,-0.24,-0.00,-0.10,fall_forward
509131,9.39,-2.04,3.89,-0.22,0.01,-0.09,fall_forward
509151,9.34,-1.97,3.91,-0.18,0.03,-0.09,fall_forward
509171,9.24,-1.82,4.03,-0.18,0.01,-0.09,fall_forward
509191,9.25,-1.84,3.90,-0.18,0.02,-0.09,fall_forward
509211,9.10,-1.72,3.66,-0.17,0.01,-0.10,fall_forward
509231,8.99,-1.74,3.63,-0.17,-0.03,-0.11,fall_forward
509251,8.92,-1.77,3.77,-0.19,-0.05,-0.10,fall_forward
509271,8.98,-1.86,3.73,-0.21,-0.08,-0.10,fall_forward
509291,9.17,-1.78,3.77,-0.20,-0.09,-0.09,fall_forward
509311,9.27,-1.91,3.62,-0.18,-0.09,-0.10,fall_forward
509336,9.21,-1.91,3.65,-0.17,-0.13,-0.10,fall_forward
509355,9.25,-1.87,3.57,-0.17,-0.14,-0.11,fall_forward
509375,9.26,-1.92,3.56,-0.18,-0.12,-0.11,fall_forward
509395,9.30,-1.91,3.53,-0.20,-0.13,-0.11,fall_forward
509415,9.30,-2.01,3.52,-0.17,-0.12,-0.10,fall_forward
509435,9.26,-2.02,3.60,-0.16,-0.13,-0.09,fall_forward
509455,9.30,-2.04,3.56,-0.14,-0.13,-0.08,fall_forward
509475,9.36,-2.00,3.58,-0.13,-0.12,-0.06,fall_forward
509495,9.38,-1.98,3.59,-0.13,-0.10,-0.06,fall_forward
509515,9.34,-1.97,3.52,-0.13,-0.07,-0.06,fall_forward
509535,9.28,-1.99,3.55,-0.12,-0.08,-0.05,fall_forward
509555,9.20,-2.04,3.59,-0.12,-0.09,-0.05,fall_forward
509575,9.23,-2.04,3.30,-0.09,-0.09,-0.05,fall_forward
509595,8.98,-1.98,3.51,-0.10,-0.13,-0.05,fall_forward
509615,9.10,-1.72,3.46,-0.12,-0.19,-0.07,fall_forward
509635,9.12,-1.89,3.19,-0.13,-0.21,-0.07,fall_forward
509655,9.22,-1.90,3.12,-0.10,-0.24,-0.08,fall_forward
509675,9.31,-1.79,3.11,-0.14,-0.27,-0.10,fall_forward
509695,9.22,-1.84,3.05,-0.13,-0.30,-0.10,fall_forward
509715,9.33,-1.81,3.02,-0.12,-0.34,-0.10,fall_forward
509735,9.41,-1.61,2.95,-0.13,-0.35,-0.11,fall_forward
509755,9.45,-1.76,2.99,-0.20,-0.35,-0.12,fall_forward
509775,9.41,-1.93,2.57,-0.19,-0.33,-0.13,fall_forward
509795,9.57,-1.90,2.64,-0.14,-0.34,-0.13,fall_forward
509815,9.67,-1.90,2.73,-0.15,-0.30,-0.14,fall_forward
509835,9.62,-1.85,2.50,-0.14,-0.26,-0.13,fall_forward
509855,9.54,-1.82,2.68,-0.14,-0.25,-0.13,fall_forward
509875,9.75,-1.87,2.69,-0.16,-0.22,-0.13,fall_forward
509895,9.75,-1.96,2.52,-0.13,-0.15,-0.14,fall_forward
509915,9.65,-1.87,2.77,-0.14,-0.12,-0.14,fall_forward
509935,9.67,-2.00,2.68,-0.14,-0.11,-0.12,fall_forward
509955,9.67,-2.01,2.65,-0.13,-0.09,-0.12,fall_forward
509975,9.63,-2.04,2.64,-0.12,-0.07,-0.11,fall_forward
509995,9.67,-1.99,2.75,-0.13,-0.06,-0.09,fall_forward
510015,9.75,-1.99,2.54,-0.12,-0.06,-0.08,fall_forward
510035,9.66,-1.95,2.65,-0.09,-0.05,-0.07,fall_forward
510055,9.66,-2.00,2.61,-0.05,-0.04,-0.07,fall_forward
510075,9.56,-1.87,2.63,-0.02,-0.04,-0.06,fall_forward
510095,9.69,-1.82,2.74,-0.04,-0.04,-0.04,fall_forward
510115,9.70,-1.84,2.81,-0.06,-0.00,-0.04,fall_forward
510135,9.58,-1.97,2.64,-0.03,-0.03,-0.02,fall_forward
510155,9.59,-2.03,2.65,0.01,-0.05,-0.02,fall_forward
510175,9.59,-1.93,2.70,0.04,-0.06,-0.01,fall_forward
510195,9.64,-1.89,2.59,0.04,-0.05,-0.00,fall_forward
510215,9.67,-1.89,2.75,0.04,-0.06,-0.00,fall_forward
510235,9.75,-1.84,2.65,0.04,-0.05,0.00,fall_forward
510255,9.64,-1.89,2.64,0.05,-0.03,0.00,fall_forward
510275,9.64,-1.85,2.57,0.06,-0.01,0.00,fall_forward
510295,9.56,-1.91,2.51,0.06,-0.02,-0.00,fall_forward
510315,9.53,-1.82,2.50,0.08,-0.04,0.01,fall_forward
510335,9.57,-1.79,2.61,0.08,-0.05,0.00,fall_forward
510355,9.64,-1.68,2.62,0.04,-0.05,-0.00,fall_forward
510375,9.74,-1.69,2.53,0.05,-0.03,-0.00,fall_forward
510395,9.77,-1.80,2.55,0.06,-0.03,-0.01,fall_forward
510415,9.62,-1.80,2.29,0.07,-0.04,-0.00,fall_forward
510435,9.63,-1.68,2.41,0.10,-0.05,-0.01,fall_forward
510455,9.56,-1.66,2.55,0.07,-0.04,-0.02,fall_forward
510475,9.68,-1.68,2.56,0.06,-0.05,-0.02,fall_forward
510495,9.67,-1.66,2.53,0.05,-0.02,-0.03,fall_forward
510515,9.69,-1.59,2.37,0.07,-0.02,-0.03,fall_forward
510535,9.69,-1.68,2.45,0.07,-0.00,-0.02,fall_forward
510555,9.69,-1.63,2.55,0.07,-0.03,-0.03,fall_forward
510575,9.64,-1.63,2.47,0.06,-0.04,-0.03,fall_forward
510595,9.73,-1.62,2.60,0.05,-0.05,-0.04,fall_forward
510615,9.77,-1.60,2.31,0.04,-0.02,-0.04,fall_forward
510635,9.73,-1.72,2.48,0.06,0.01,-0.04,fall_forward
510655,9.94,-1.78,2.52,0.06,0.00,-0.04,fall_forward
510675,10.02,-1.93,2.59,0.08,0.04,-0.03,fall_forward
510695,10.00,-2.17,2.56,0.12,0.03,-0.03,fall_forward
510715,10.03,-2.29,2.81,0.21,-0.00,-0.02,fall_forward
510735,9.98,-2.15,2.77,0.26,-0.01,-0.01,fall_forward
510755,9.77,-1.83,2.68,0.31,0.01,0.00,fall_forward
510775,9.53,-1.75,2.78,0.34,0.03,0.01,fall_forward
510795,9.49,-1.55,2.75,0.39,0.00,0.01,fall_forward
510815,9.35,-1.59,2.77,0.47,-0.05,0.01,fall_forward
510835,9.54,-1.57,2.86,0.55,-0.06,0.02,fall_forward
510861,9.57,-1.72,3.05,0.63,-0.03,0.04,fall_forward
510880,9.57,-1.57,3.29,0.67,-0.03,0.06,fall_forward
510900,9.64,-1.23,3.31,0.63,0.00,0.09,fall_forward
510920,9.50,-1.13,3.35,0.64,0.05,0.11,fall_forward
510940,9.36,-1.19,3.49,0.67,0.02,0.12,fall_forward
510960,9.26,-1.08,3.67,0.62,0.04,0.13,fall_forward
510980,9.30,-1.13,3.66,0.60,0.03,0.15,fall_forward
511000,9.31,-1.19,3.62,0.57,0.02,0.17,fall_forward
511020,9.31,-1.08,3.50,0.52,0.01,0.19,fall_forward
511040,9.33,-1.07,3.42,0.48,-0.00,0.20,fall_forward
511060,9.38,-0.97,3.36,0.47,-0.04,0.19,fall_forward
511080,9.51,-0.97,3.59,0.42,-0.05,0.17,fall_forward
511100,9.80,-0.81,3.50,0.32,-0.09,0.14,fall_forward
511215,8.45,-1.86,2.59,0.17,0.03,-0.08,fall_forward
511234,8.77,-1.89,2.36,0.25,0.02,-0.06,fall_forward
511254,9.11,-1.74,2.60,0.29,-0.06,-0.02,fall_forward
511274,9.59,-1.61,2.87,0.28,-0.12,0.02,fall_forward
511294,9.83,-1.65,2.95,0.20,-0.09,0.03,fall_forward
511314,9.60,-1.62,2.65,0.11,-0.13,0.03,fall_forward
511334,9.72,-1.45,2.77,0.04,-0.15,0.03,fall_forward
511354,9.68,-1.51,2.48,-0.02,-0.13,0.04,fall_forward
511374,9.59,-1.74,2.45,0.01,-0.13,0.03,fall_forward
511394,9.51,-1.72,2.40,0.06,-0.14,0.02,fall_forward
511414,9.70,-1.75,2.58,0.12,-0.08,0.03,fall_forward
511434,9.61,-1.81,2.67,0.17,-0.11,0.03,fall_forward
511454,9.58,-1.83,2.68,0.17,-0.11,0.03,fall_forward
511474,9.62,-1.65,2.80,0.17,-0.13,0.05,fall_forward
511494,9.61,-1.70,2.89,0.16,-0.07,0.07,fall_forward
511514,9.98,-1.66,3.17,0.14,-0.05,0.09,fall_forward
511534,9.45,-1.84,2.76,0.13,0.06,0.09,fall_forward
511554,9.18,-1.63,2.57,0.15,-0.07,0.07,fall_forward
511574,9.85,-1.28,2.58,0.03,-0.10,0.07,fall_forward
511594,9.91,-1.08,2.55,-0.04,0.00,0.04,fall_forward
511614,9.24,-1.18,2.83,-0.04,0.05,-0.01,fall_forward
511634,9.50,-1.52,3.10,-0.07,0.06,-0.02,fall_forward
511654,9.53,-2.16,2.93,-0.08,0.15,-0.01,fall_forward
511674,9.70,-2.10,2.46,-0.06,0.11,0.02,fall_forward
511694,9.90,-1.62,2.54,-0.11,0.15,0.03,fall_forward
511714,9.67,-1.41,3.11,-0.13,0.21,0.06,fall_forward
511734,9.74,-1.49,3.45,-0.09,0.17,0.05,fall_forward
511754,9.58,-1.58,3.35,-0.06,0.20,0.04,fall_forward
511774,9.25,-1.73,2.98,-0.08,0.13,0.03,fall_forward
511794,9.36,-1.81,2.88,-0.07,0.06,0.03,fall_forward
511814,9.27,-1.74,3.05,-0.09,0.04,0.03,fall_forward
511834,9.11,-1.59,3.10,-0.09,0.03,0.02,fall_forward
511854,9.29,-1.63,2.97,-0.09,-0.03,0.01,fall_forward
511874,9.38,-1.68,3.16,-0.12,-0.09,-0.00,fall_forward
511894,9.61,-1.73,2.80,-0.15,-0.12,0.02,fall_forward
511914,9.68,-1.85,2.63,-0.06,-0.19,0.04,fall_forward
511934,9.90,-1.85,2.53,0.01,-0.23,0.06,fall_forward
511954,9.74,-1.79,2.31,0.07,-0.26,0.08,fall_forward
511974,9.81,-1.63,2.30,0.08,-0.23,0.08,fall_forward
511994,9.61,-1.52,2.26,0.11,-0.15,0.06,fall_forward
512014,9.46,-1.30,2.48,0.13,-0.15,0.03,fall_forward
512034,9.40,-1.41,2.74,0.11,-0.11,-0.00,fall_forward
512054,9.59,-1.59,2.94,0.08,-0.14,-0.01,fall_forward
512074,9.79,-1.60,3.13,0.03,-0.11,0.01,fall_forward
512094,9.82,-1.73,2.95,0.04,-0.08,0.03,fall_forward
512114,9.79,-1.81,3.00,0.03,-0.05,0.05,fall_forward
512134,9.57,-1.88,2.89,0.03,-0.06,0.04,fall_forward
512154,9.65,-1.72,2.65,0.06,-0.06,0.03,fall_forward
512174,9.53,-1.75,2.63,0.07,-0.06,0.01,fall_forward
512194,9.51,-1.73,2.70,0.05,-0.08,0.01,fall_forward
512214,9.65,-1.81,2.62,0.03,-0.08,0.00,fall_forward
512234,9.56,-1.70,2.62,0.02,-0.08,-0.01,fall_forward
512254,9.61,-1.71,2.55,0.01,-0.07,-0.02,fall_forward
512274,9.57,-1.74,2.65,0.01,-0.07,-0.03,fall_forward
512294,9.60,-1.69,2.75,-0.00,-0.08,-0.04,fall_forward
512314,9.54,-1.77,2.67,-0.01,-0.08,-0.04,fall_forward
512334,9.54,-1.84,2.75,0.02,-0.07,-0.05,fall_forward
512354,9.51,-1.86,2.73,0.04,-0.09,-0.05,fall_forward
512374,9.55,-1.85,2.76,0.03,-0.09,-0.04,fall_forward
512397,9.44,-1.82,2.76,0.04,-0.10,-0.04,fall_forward
512416,9.63,-1.83,2.79,0.06,-0.12,-0.04,fall_forward
512436,9.68,-1.75,2.78,0.06,-0.12,-0.03,fall_forward
512456,9.65,-1.60,2.75,0.05,-0.10,-0.04,fall_forward
512476,9.65,-1.65,2.73,0.03,-0.07,-0.04,fall_forward
512496,9.68,-1.64,2.71,0.01,-0.08,-0.04,fall_forward
512516,9.65,-1.75,2.54,0.02,-0.08,-0.04,fall_forward
512536,9.56,-1.79,2.69,0.04,-0.06,-0.05,fall_forward
512556,9.68,-1.68,2.80,0.02,-0.08,-0.05,fall_forward
512576,9.62,-1.61,2.62,-0.01,-0.07,-0.04,fall_forward
512596,9.65,-1.80,2.60,-0.01,-0.04,-0.04,fall_forward
512616,9.59,-1.87,2.79,-0.03,-0.05,-0.05,fall_forward
512636,9.70,-1.83,2.50,-0.02,-0.02,-0.05,fall_forward
512656,9.48,-1.85,2.67,-0.01,-0.02,-0.05,fall_forward
512676,9.47,-1.91,2.69,0.00,-0.02,-0.05,fall_forward
512696,9.51,-1.83,2.72,0.00,-0.03,-0.05,fall_forward
512716,9.66,-1.70,2.78,-0.01,-0.03,-0.05,fall_forward
512736,9.62,-1.74,2.78,0.01,-0.00,-0.05,fall_forward
512756,9.59,-1.70,2.78,0.01,-0.01,-0.05,fall_forward
512776,9.53,-1.69,2.77,0.00,-0.01,-0.06,fall_forward
512796,9.55,-1.70,2.89,-0.00,-0.04,-0.07,fall_forward
512816,9.60,-1.75,2.54,-0.00,-0.01,-0.06,fall_forward
512836,9.51,-1.75,2.88,0.02,-0.01,-0.06,fall_forward
512856,9.60,-1.70,2.89,-0.02,-0.03,-0.05,fall_forward
512876,9.72,-1.75,2.54,-0.01,-0.03,-0.05,fall_forward
512896,9.71,-1.77,2.80,0.00,-0.03,-0.05,fall_forward
512916,9.61,-1.69,2.83,-0.00,-0.04,-0.04,fall_forward
512936,9.69,-1.64,2.80,-0.02,-0.02,-0.03,fall_forward
512956,9.65,-1.61,2.79,-0.01,-0.01,-0.04,fall_forward
512976,9.61,-1.59,2.76,-0.02,-0.00,-0.04,fall_forward
512996,9.59,-1.63,2.66,-0.03,-0.01,-0.04,fall_forward
513016,9.59,-1.61,2.65,-0.03,0.01,-0.03,fall_forward
513036,9.65,-1.70,2.76,-0.03,-0.02,-0.03,fall_forward
513056,9.69,-1.66,2.69,-0.03,-0.02,-0.03,fall_forward
513076,9.65,-1.65,2.65,-0.03,-0.02,-0.03,fall_forward
513096,9.62,-1.60,2.60,-0.04,-0.00,-0.03,fall_forward
513116,9.63,-1.70,2.56,-0.03,-0.01,-0.03,fall_forward
513136,9.63,-1.58,2.80,-0.04,0.00,-0.03,fall_forward
513156,9.67,-1.61,2.73,-0.04,-0.01,-0.03,fall_forward
513176,9.65,-1.63,2.75,-0.05,-0.03,-0.03,fall_forward
513196,9.64,-1.65,2.70,-0.07,-0.02,-0.04,fall_forward
513216,9.67,-1.62,2.61,-0.06,-0.00,-0.04,fall_forward
513236,9.74,-1.70,2.50,-0.07,-0.00,-0.04,fall_forward
513256,9.72,-1.57,2.69,-0.09,-0.01,-0.04,fall_forward
513276,9.63,-1.66,2.56,-0.08,-0.02,-0.05,fall_forward
513296,9.53,-1.67,2.38,-0.05,0.01,-0.06,fall_forward
513320,9.54,-1.62,2.81,-0.07,-0.01,-0.07,fall_forward
513339,9.71,-1.64,2.69,-0.08,-0.00,-0.07,fall_forward
513359,9.59,-1.67,2.73,-0.07,-0.02,-0.07,fall_forward
513379,9.64,-1.63,2.80,-0.11,-0.04,-0.08,fall_forward
513399,9.63,-1.68,2.54,-0.09,-0.05,-0.09,fall_forward
513419,9.68,-1.54,2.59,-0.09,-0.05,-0.08,fall_forward
513439,9.68,-1.54,2.53,-0.09,-0.03,-0.08,fall_forward
513459,9.76,-1.61,2.64,-0.10,-0.02,-0.08,fall_forward
513479,9.74,-1.63,2.53,-0.09,-0.03,-0.07,fall_forward
513499,9.70,-1.55,2.59,-0.10,-0.03,-0.07,fall_forward
513519,9.74,-1.56,2.56,-0.10,-0.03,-0.07,fall_forward
513539,9.62,-1.57,2.55,-0.10,-0.02,-0.07,fall_forward
513559,9.64,-1.52,2.66,-0.11,-0.02,-0.06,fall_forward
513579,9.70,-1.62,2.47,-0.10,0.01,-0.05,fall_forward
513599,9.60,-1.78,2.61,-0.07,0.01,-0.05,fall_forward
513619,9.60,-1.67,2.77,-0.09,-0.01,-0.04,fall_forward
513639,9.71,-1.69,2.54,-0.11,-0.01,-0.04,fall_forward
513659,9.60,-1.68,2.44,-0.09,0.00,-0.05,fall_forward
513679,9.67,-1.62,2.70,-0.09,-0.02,-0.05,fall_forward
513699,9.67,-1.65,2.65,-0.09,-0.02,-0.04,fall_forward
513719,9.67,-1.70,2.66,-0.07,-0.01,-0.05,fall_forward
513739,9.64,-1.74,2.55,-0.06,-0.02,-0.05,fall_forward
513759,9.66,-1.65,2.44,-0.06,-0.02,-0.05,fall_forward
513779,9.55,-1.67,2.68,-0.06,-0.02,-0.05,fall_forward
513799,9.64,-1.62,2.60,-0.07,-0.03,-0.05,fall_forward
513819,9.70,-1.71,2.55,-0.05,-0.02,-0.06,fall_forward
513839,9.66,-1.73,2.44,-0.05,-0.01,-0.06,fall_forward
513859,9.62,-1.76,2.54,-0.04,-0.02,-0.06,fall_forward
513879,9.66,-1.65,2.53,-0.05,-0.01,-0.06,fall_forward
513899,9.67,-1.70,2.49,-0.04,-0.02,-0.06,fall_forward
513919,9.64,-1.67,2.45,-0.04,-0.01,-0.06,fall_forward
513939,9.60,-1.69,2.49,-0.03,-0.01,-0.06,fall_forward
513959,9.63,-1.63,2.53,-0.03,-0.02,-0.06,fall_forward
513979,9.65,-1.69,2.45,-0.02,-0.02,-0.06,fall_forward
513999,9.61,-1.58,2.62,-0.03,-0.01,-0.06,fall_forward
514019,9.67,-1.73,2.43,-0.01,-0.02,-0.06,fall_forward
514039,9.58,-1.67,2.50,0.01,-0.01,-0.06,fall_forward
514059,9.62,-1.52,2.79,-0.01,-0.01,-0.06,fall_forward
514079,9.73,-1.59,2.60,-0.02,-0.02,-0.06,fall_forward
514099,9.66,-1.58,2.72,-0.02,-0.00,-0.07,fall_forward
514119,9.65,-1.50,2.79,-0.06,-0.05,-0.07,fall_forward
514139,9.68,-1.54,2.52,-0.06,-0.03,-0.07,fall_forward
514159,9.70,-1.51,2.71,-0.03,-0.03,-0.07,fall_forward
514179,9.73,-1.47,2.66,-0.01,-0.03,-0.06,fall_forward
514199,9.70,-1.53,2.66,-0.02,-0.01,-0.06,fall_forward
514219,9.75,-1.50,2.68,-0.02,-0.01,-0.06,fall_forward
514239,9.63,-1.50,2.58,-0.02,-0.01,-0.06,fall_forward
514259,9.67,-1.46,2.62,-0.02,-0.01,-0.06,fall_forward
514279,9.59,-1.48,2.60,-0.01,-0.02,-0.07,fall_forward
514299,9.76,-1.32,2.74,-0.02,-0.03,-0.07,fall_forward
514319,9.73,-1.44,2.60,-0.04,-0.01,-0.06,fall_forward
514339,9.73,-1.40,2.68,-0.02,0.01,-0.07,fall_forward
514359,9.53,-1.37,2.82,-0.05,0.01,-0.05,fall_forward
514379,9.72,-1.40,2.66,-0.05,-0.03,-0.06,fall_forward
514399,9.74,-1.33,2.73,-0.06,0.00,-0.06,fall_forward
514419,9.61,-1.31,2.78,-0.06,0.02,-0.06,fall_forward
514439,9.68,-1.47,2.69,-0.07,0.02,-0.06,fall_forward
514459,9.62,-1.41,2.77,-0.06,0.03,-0.06,fall_forward
514479,9.67,-1.44,2.65,-0.06,0.02,-0.05,fall_forward
514499,9.62,-1.48,2.69,-0.06,0.01,-0.05,fall_forward
514519,9.68,-1.44,2.67,-0.07,-0.00,-0.05,fall_forward
514539,9.63,-1.48,2.79,-0.07,-0.00,-0.04,fall_forward
514559,9.76,-1.41,2.66,-0.06,0.02,-0.05,fall_forward
514579,9.62,-1.53,2.63,-0.06,0.00,-0.04,fall_forward
514599,9.60,-1.50,2.64,-0.07,0.01,-0.04,fall_forward
514619,9.55,-1.48,2.53,-0.07,0.01,-0.05,fall_forward
514639,9.63,-1.45,2.51,-0.09,-0.01,-0.05,fall_forward
514659,9.59,-1.53,2.58,-0.08,-0.01,-0.05,fall_forward
514679,9.65,-1.59,2.60,-0.07,-0.00,-0.05,fall_forward
514699,9.63,-1.61,2.69,-0.06,-0.02,-0.05,fall_forward
514719,9.65,-1.66,2.59,-0.06,0.00,-0.05,fall_forward
514739,9.60,-1.61,2.62,-0.06,0.00,-0.05,fall_forward
514759,9.62,-1.75,2.49,-0.06,-0.02,-0.04,fall_forward
514779,9.49,-1.68,2.61,-0.04,-0.01,-0.05,fall_forward
514799,9.53,-1.57,2.80,-0.05,-0.06,-0.05,fall_forward
514819,9.68,-1.57,2.71,-0.07,-0.05,-0.05,fall_forward
514839,9.60,-1.67,2.65,-0.04,-0.05,-0.05,fall_forward
514859,9.62,-1.59,2.83,-0.06,-0.09,-0.06,fall_forward
514879,9.63,-1.52,2.26,-0.07,-0.07,-0.06,fall_forward
514899,9.55,-1.48,2.50,-0.02,-0.08,-0.07,fall_forward
514919,9.59,-1.31,2.73,-0.03,-0.06,-0.06,fall_forward
514939,9.52,-1.36,2.99,-0.05,-0.05,-0.05,fall_forward
514959,9.71,-1.44,3.11,-0.05,-0.08,-0.05,fall_forward
514979,9.69,-1.62,2.85,-0.02,-0.06,-0.04,fall_forward
514999,9.81,-1.67,2.68,-0.01,-0.07,-0.03,fall_forward
515019,9.69,-1.55,2.66,0.01,-0.07,-0.03,fall_forward
515039,9.56,-1.51,2.65,0.03,-0.07,-0.03,fall_forward
515059,9.61,-1.36,2.83,0.03,-0.07,-0.03,fall_forward
515079,9.65,-1.44,2.68,0.05,-0.06,-0.03,fall_forward
515099,9.68,-1.33,2.89,0.03,-0.07,-0.04,fall_forward
515119,9.79,-1.44,2.77,0.03,-0.06,-0.03,fall_forward
515139,9.68,-1.49,2.76,0.04,-0.03,-0.04,fall_forward
515159,9.58,-1.42,2.80,0.05,-0.06,-0.04,fall_forward
515179,9.64,-1.32,2.76,0.03,-0.05,-0.04,fall_forward
515199,9.66,-1.33,2.87,0.02,-0.04,-0.05,fall_forward
515310,9.70,-1.18,2.84,-0.05,-0.05,-0.07,fall_forward
515330,9.69,-1.20,2.67,-0.08,-0.02,-0.08,fall_forward
515350,9.67,-1.23,2.71,-0.08,-0.01,-0.08,fall_forward
515370,9.72,-1.30,2.79,-0.09,-0.00,-0.07,fall_forward
515390,9.67,-1.36,2.72,-0.09,-0.00,-0.07,fall_forward
515410,9.75,-1.38,2.78,-0.09,0.00,-0.06,fall_forward
515430,9.65,-1.30,2.68,-0.10,0.00,-0.05,fall_forward
515450,9.67,-1.39,2.80,-0.10,0.01,-0.05,fall_forward
515470,9.73,-1.42,2.76,-0.09,0.02,-0.05,fall_forward
515490,9.59,-1.53,2.72,-0.10,0.01,-0.04,fall_forward
515510,9.66,-1.45,2.76,-0.10,-0.00,-0.04,fall_forward
515530,9.68,-1.47,2.59,-0.06,-0.02,-0.04,fall_forward
515550,9.50,-1.45,2.66,-0.05,-0.01,-0.04,fall_forward
515570,9.59,-1.40,2.62,-0.08,-0.03,-0.04,fall_forward
515590,9.63,-1.41,2.75,-0.07,-0.02,-0.04,fall_forward
515610,9.56,-1.43,2.62,-0.04,-0.02,-0.04,fall_forward
515630,9.68,-1.40,2.77,-0.05,-0.06,-0.04,fall_forward
515650,9.73,-1.45,2.38,-0.05,-0.04,-0.03,fall_forward
515670,9.60,-1.45,2.66,-0.01,-0.04,-0.03,fall_forward
515690,9.65,-1.48,2.70,-0.02,-0.04,-0.03,fall_forward
515710,9.71,-1.50,2.67,-0.00,-0.04,-0.03,fall_forward
515730,9.74,-1.50,2.69,-0.00,-0.02,-0.02,fall_forward
515750,9.66,-1.53,2.61,0.00,-0.02,-0.01,fall_forward
515770,9.67,-1.48,2.64,0.02,-0.03,-0.01,fall_forward
515790,9.59,-1.38,2.58,0.01,-0.01,-0.01,fall_forward
515810,9.64,-1.44,2.66,0.02,-0.02,-0.02,fall_forward
515830,9.65,-1.51,2.42,-0.00,-0.02,-0.02,fall_forward
515850,9.71,-1.46,2.53,0.03,-0.01,-0.03,fall_forward
515870,9.67,-1.37,2.40,0.04,-0.02,-0.01,fall_forward
515890,9.74,-1.37,2.48,0.05,-0.03,-0.01,fall_forward
515910,9.52,-1.29,2.59,0.04,0.00,-0.02,fall_forward
515930,9.53,-1.30,2.61,0.06,-0.04,-0.03,fall_forward
515950,9.65,-1.37,2.93,0.02,-0.06,-0.03,fall_forward
515970,9.64,-1.44,2.74,0.00,-0.09,-0.01,fall_forward
515990,9.73,-1.40,2.58,-0.01,-0.07,-0.01,fall_forward
516010,9.82,-1.46,2.72,-0.00,-0.05,-0.01,fall_forward
516030,9.76,-1.42,2.60,0.01,-0.02,-0.02,fall_forward
516050,9.67,-1.42,2.61,0.01,-0.01,-0.03,fall_forward
516070,9.70,-1.37,2.70,-0.00,-0.03,-0.03,fall_forward
516090,9.63,-1.46,2.49,-0.01,-0.03,-0.03,fall_forward
